title	year	budget	revenue	release_date	runtime	vote_average	imdb_id	genre
Farscape: The Peacekeeper Wars	2004	NULL	NULL	2004-01-01	182	8.1	tt0387736	Action-Comedy-Science Fiction-Thriller-Romance
For Your Eyes Only	1981	28000000	195312802	1981-06-23	127	5.9	tt0082398	Action-Adventure-Thriller
Flintstones in Viva Rock Vegas The	2000	83000000	59468275	2000-04-28	90	5.4	tt0158622	Comedy-Family
Fingers	1978	NULL	NULL	1978-03-02	90	7	tt0077549	Action-Drama-Thriller
Friendly Persuasion	1956	NULL	NULL	1956-11-25	137	7	tt0049233	Drama-Western-War
Fading Gigolo	2013	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Girl$	2010	NULL	NULL	2010-09-02	105	6	tt1611944	Drama-Eastern
Gwansang	2013	NULL	NULL	2013-09-11	140	7.3	tt3008014	History
Goodbye World	2013	NULL	NULL	2013-06-15	101	5.6	tt2352802	Comedy-Drama
Gin gwai	2002	NULL	NULL	2002-05-09	98	6.4	tt0325655	Horror
Generation Iron	2013	NULL	NULL	2013-09-20	106	5.8	tt2205904	Documentary
G Men	1935	NULL	NULL	1935-05-04	85	9.5	tt0026393	Action-Adventure-Crime-Drama
Gloria	2013	NULL	NULL	2013-05-08	105	6.2	tt2425486	Comedy-Drama
Gladiatress	2004	NULL	NULL	2004-08-19	89	3.8	tt0339072	Action-Adventure-Comedy-Drama
Grand Central	2013	NULL	NULL	2013-08-28	94	3	tt2835548	Drama-Romance
Gorod Zero	1989	NULL	NULL	1989-01-01	103	10	tt0095244	Comedy-Drama-Science Fiction
Ghost Soup	1992	NULL	NULL	NULL	NULL	NULL	NULL	NULL
GForce	2009	NULL	NULL	2009-07-21	88	5.4	tt0436339	Action-Adventure-Animation-Family
GI Jane	1997	50000000	48169156	1997-08-22	125	6.2	tt0119173	Action-Drama
Gi Joe: The Rise Of Cobra	2009	175000000	302469017	2009-08-06	118	5.6	tt1046173	Action-Adventure-Science Fiction-Thriller
GORA	2004	5	4	2004-11-12	127	9.7	tt0384116	Adventure-Comedy-Science Fiction
Gabi	2012	4400000	NULL	2012-03-15	115	6.5	tt2321309	Drama
Gabriel	2007	NULL	NULL	2007-11-15	109	5.6	tt0857376	Action-Fantasy-Horror-Science Fiction
Gadajace glowy	1980	NULL	NULL	1980-01-01	16	NULL	tt0080770	Documentary-Foreign
Gadjo Dilo	1997	NULL	NULL	1997-08-10	102	8.5	tt0122082	Drama-Music-Romance
Gagman	1989	NULL	NULL	1989-06-24	127	NULL	tt0104314	NULL
Gake no ue no Ponyo	2008	41677699	187479518	2008-07-19	100	7.2	tt0876563	Adventure-Animation-Family
Galaxy Quest	1999	45000000	90683916	1999-12-23	102	6.7	tt0177789	Comedy-Science Fiction-Family
Gali Gali Chor Hai	2012	NULL	NULL	2012-02-03	NULL	10	tt2188749	Action-Drama
Gallipoli	1981	NULL	5732587	1981-08-13	112	6.9	tt0082432	Drama-History
Gam yee wai	2010	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Gambit	2012	NULL	NULL	2012-11-07	89	4.7	tt0404978	Comedy-Crime
Gambler The	1974	NULL	NULL	1974-08-01	111	8.8	tt0071532	Action-Crime-Drama-Thriller
Game Change	2012	NULL	NULL	2012-03-09	118	6.4	tt1848902	Drama-History
Game Plan The	2007	22000000	144608461	2007-09-28	110	5.7	tt0492956	Comedy-Sport-Family
Game The	1997	50000000	109423648	1997-09-11	129	7	tt0119174	Drama-Mystery-Thriller
Gamer	2009	50000000	40828540	2009-09-04	95	5.7	tt1034032	Action-Science Fiction-Thriller
Gamers: Dorkness Rising The	2008	NULL	NULL	2008-01-01	105	7.8	tt0447166	Adventure-Comedy-Fantasy-Indie
Gandhi	1982	22000000	77737889	1982-11-30	191	6.9	tt0083987	Drama-History
Gangjeok	2006	NULL	NULL	2006-06-22	118	NULL	tt0826099	NULL
Gangs of New York	2002	97000000	193772504	2002-12-19	167	6.4	tt0217505	Crime-Drama-History
Gangs of Wasseypur	2012	1	5	2012-06-22	320	8	tt1954470	Action-Crime-Thriller
Gangster No 1	2000	NULL	NULL	2000-06-09	103	8.1	tt0210065	Action-Drama-Thriller
Gangster Squad	2013	60000000	105200903	2013-01-11	113	6	tt1321870	Action-Crime-Drama-Thriller
Gantz	2011	NULL	NULL	2011-04-22	130	NULL	tt1912350	NULL
Garden of Evil	1954	NULL	NULL	1954-07-09	100	5	tt0047013	Western
Garden Party	2008	NULL	NULL	2008-07-11	88	4.5	tt0828393	Drama-Indie
Garden State	2004	2500000	26781723	2004-01-16	102	7.1	tt0333766	Comedy-Drama-Romance
Gardens of the Night	2008	NULL	NULL	2008-11-21	110	5.5	tt0833960	Crime-Drama-Indie
Garfield	2004	50000000	198964901	2004-06-11	80	5.3	tt0356634	Animation-Comedy-Family
Garfield Gets Real	2007	100000000	NULL	2007-09-30	75	6.8	tt1059793	Animation-Comedy-Family-Kids
Garfield: A Tail of Two Kitties	2006	NULL	NULL	2006-06-15	78	5.4	tt0455499	Animation-Comedy-Family
Garo: Red Requiem	2010	NULL	NULL	2010-10-30	97	8	tt1554970	Action-Adventure-Fantasy-Thriller
Garoojigi	2008	NULL	NULL	2008-04-30	120	6	tt1433775	Comedy-Drama-Fantasy
Gaslight	1944	NULL	NULL	1944-05-04	114	6.8	tt0036855	Mystery-Suspense-Thriller
Gattaca	1997	36000000	12532777	1997-10-23	106	7	tt0119177	Mystery-Science Fiction-Thriller-Romance
Gatto Nel Cervello Un	1990	100000	NULL	1990-08-08	93	7.7	tt0099637	Horror-Foreign
Gau lung bing sat	2001	NULL	NULL	2001-01-01	101	NULL	tt0304098	Action-Crime-Foreign
Gauri: The Unborn	2007	NULL	NULL	2007-11-30	98	NULL	tt0982875	Drama-Horror-Thriller-Foreign
Gay	2004	NULL	NULL	2004-11-04	NULL	NULL	tt0393321	NULL
Gayby	2012	NULL	NULL	2012-10-12	89	6.1	tt2106739	Comedy
Gedo senki	2006	NULL	68000000	2006-07-29	115	6.3	tt0495596	Adventure-Animation-Fantasy-Science Fiction
Geisha vs Ninja	2008	NULL	NULL	2008-09-27	78	5.3	tt1298760	Action-Foreign
Gregorys Girl	1981	NULL	NULL	1981-04-23	91	7.2	tt0082477	Comedy-Romance
Gekijouban Bleach: Jigokuhen	2010	NULL	NULL	2010-12-04	103	7.7	tt1785394	Action-Adventure-Animation
Gekijouban Naruto: Buraddo purizun	2011	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Gekijouban Sengoku basara: The Last Party	2011	NULL	NULL	2011-04-06	95	8	tt1948563	Action-Animation-History
Gunday	2014	NULL	NULL	2014-02-14	152	4.6	tt2574698	Action-Crime-Drama
Gendarme et les extraterrestres Le	1979	NULL	NULL	1978-01-31	96	7.3	tt0079200	Comedy-Science Fiction
Gendarme Et Les Gnedarmettes Le	1982	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Gene Generation The	2007	2500000	NULL	2007-01-01	96	7	tt0438052	Science Fiction-Thriller
General The	1926	NULL	NULL	1927-01-17	107	7.4	tt0017925	Action-Adventure-Comedy-Drama-Romance-War
Gentleman Broncos	2009	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Gentlemen Broncos	2009	10000000	NULL	2009-09-30	90	6.6	tt1161418	Action-Comedy-Thriller-Indie
Gentlemen Prefer Blondes	1953	NULL	NULL	1953-07-15	91	6.4	tt0045810	Comedy-Musical-Romance
George Carlin: You Are All Diseased	1999	NULL	NULL	1999-02-06	65	8.3	tt0246645	Comedy
George Harrison: Living in the Material World	2011	NULL	NULL	2011-10-05	208	8.7	tt1113829	Documentary
Georgia Rule	2007	20000000	NULL	2007-05-11	113	6.5	tt0791304	Comedy-Drama-Romance
Germinal	1993	NULL	NULL	1993-12-17	160	7	tt0107002	Drama-Romance
Geronimo	1962	NULL	NULL	1962-05-01	101	10	tt0056016	History-War
Gervaise	1956	NULL	NULL	1956-09-05	112	NULL	tt0049259	Drama-Romance-Foreign
Get Carter	2000	NULL	NULL	2000-10-06	102	5.9	tt0208988	Action-Crime-Drama-Thriller
Get Him to the Greek	2010	40000000	90029656	2010-06-04	109	6	tt1226229	Comedy
Get Over It	2001	10000000	NULL	2001-03-08	87	5.8	tt0192071	Comedy-Drama-Musical-Romance-Family
Get Real	1998	NULL	NULL	1999-05-14	108	6.2	tt0162973	Drama-Romance
Get Shorty	1995	30250000	72021008	1995-10-20	105	6.5	tt0113161	Comedy-Crime-Thriller
Get Smart	2008	80000000	230685453	2008-06-19	110	5.8	tt0425061	Action-Comedy-Thriller
Getaway The	1972	NULL	NULL	1972-12-13	118	8.2	tt0068638	Action-Adventure-Crime-Thriller-Romance
Geu nom moksori	2007	NULL	NULL	2007-02-01	122	NULL	tt0969268	Drama-Thriller
Geuk jang jeon	2005	NULL	NULL	2005-05-27	89	NULL	tt0461795	Drama
Ghajini	2008	9100000	76000000	2008-12-25	183	7.7	tt1166100	Action-Drama-Eastern-Mystery-Thriller-Foreign
Ghost	1990	22000000	505000000	1990-07-12	127	6.2	tt0099653	Drama-Fantasy-Mystery-Thriller-Romance
Ghost And The Darkness The	1996	NULL	NULL	1996-10-11	109	7.3	tt0116409	Action-Adventure-Drama-History-Thriller
Ghost Busters	1984	30000000	291632124	1984-06-07	107	6.8	tt0087332	Action-Comedy-Fantasy-Science Fiction-Family
Ghost Dog: The Way of the Samurai	1999	NULL	NULL	1999-10-06	116	7.8	tt0165798	Action-Crime-Drama-Thriller
Ghost in the Shell	1995	NULL	NULL	1995-11-18	83	7.6	tt0113568	Action-Animation-Science Fiction
Ghost of Frankenstein The	1942	NULL	NULL	1942-03-13	67	7.3	tt0034786	Fantasy-Horror-Science Fiction
Ghost of Mae Nak	2005	NULL	NULL	2005-09-15	101	6	tt0436359	Drama-Horror-Mystery-Thriller-Foreign
Ghost Recon: Alpha	2012	NULL	NULL	2012-05-03	20	7.2	tt2386231	Action-Science Fiction-Thriller-War-Short
Ghost Rider	2007	120000000	228738393	2007-02-16	114	5.2	tt0259324	Action-Fantasy-Horror-Thriller
Ghost Rider: Spirit of Vengeance	2012	57000000	NULL	2011-12-10	95	4.9	tt1071875	Action-Fantasy-Thriller
Ghost Ship	2002	35000000	68349884	2002-10-25	91	5.5	tt0288477	Horror-Mystery-Thriller
Ghost Storm	2011	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Ghost Story	1981	NULL	NULL	1981-12-18	110	4.5	tt0082449	Drama-Horror-Thriller
Ghost Town	2008	NULL	NULL	2008-09-19	102	6.3	tt0995039	Comedy-Romance
Ghost World	2001	NULL	NULL	2001-06-16	111	7.2	tt0162346	Comedy-Drama
Ghost Writer The	2010	45000000	54529013	2010-02-12	128	6.4	tt1139328	Mystery-Thriller
Ghostbusters	1984	30000000	291632124	1984-06-07	107	6.8	tt0087332	Action-Comedy-Fantasy-Science Fiction-Family
Ghostbusters II	1989	25000000	215394738	1989-06-15	108	6.1	tt0097428	Action-Comedy-Fantasy-Science Fiction-Family
Ghosts	1997	NULL	NULL	1997-09-04	39	7.5	tt0119194	Horror-Musical-Music
Ghosts	2006	NULL	NULL	2006-01-01	96	NULL	tt0872202	Documentary-Thriller-Foreign
Ghosts Of Girlfriend Past	2009	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Ghosts Of The Abyss	2004	13000000	17040871	2003-04-10	92	7.7	tt0297144	Documentary-Family
Gia	1998	NULL	NULL	1998-01-31	120	7	tt0123865	Drama-Romance
Gianni e le donne	2011	NULL	NULL	2011-02-11	90	5.3	tt1813327	Comedy-Foreign
Gift The	2000	10000000	12008642	2000-12-22	111	6.4	tt0219699	Crime-Drama-Fantasy-Thriller
Gifted Hands: The Ben Carson Story	2009	NULL	NULL	2009-01-01	86	8.3	tt1295085	Drama
Gigante	2009	NULL	NULL	2009-01-01	88	NULL	tt1360866	Drama-Romance
Gigantic	2008	NULL	NULL	2008-09-09	99	5.7	tt1176251	Comedy-Romance-Indie
Gigi	1958	NULL	NULL	1958-05-15	116	6.2	tt0051658	Comedy-Music-Romance
Gigli	2003	54000000	7266209	2003-08-01	121	4.2	tt0299930	Comedy-Crime-Romance
Gimme Shelter	1970	NULL	NULL	1970-12-06	91	8.9	tt0065780	Documentary-Music
Gioco da ragazze Un	2008	NULL	NULL	2008-11-06	NULL	NULL	tt1143140	NULL
Giorno speciale Un	2012	NULL	NULL	2012-10-04	89	NULL	tt2299792	Drama-Foreign
Girasoles ciegos Los	2008	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Girl from the Naked Eye The	2012	2000000	NULL	2012-06-15	80	5	tt1079360	Action-Thriller-Romance
Girl in Captivity Psycho Torture Chamber	2008	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Girl in Progress	2011	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Girl in the Park The	2007	NULL	NULL	2007-09-09	109	5.9	tt0847167	Drama-Indie
Girl Next Door The	2004	25000000	30411183	2004-03-04	108	6	tt0265208	Comedy-Romance
Girl With A Pearl Earring	2003	NULL	31466789	2003-08-31	101	6.6	tt0335119	Drama-Romance
Girl With The Dragon Taroo The	2009	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Girl with the Dragon Tattoo The	2011	100000000	102515793	2011-12-14	158	6.5	tt1568346	Crime-Drama-Mystery-Thriller
Girl Interrupted	1999	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Girl The	2012	NULL	NULL	2012-10-11	110	NULL	tt2403867	Action-Animation-Drama-History
Girlfriend Experience The	2009	1700000	NULL	2009-05-22	77	5.1	tt1103982	Comedy-Drama-Indie
Girls Just Want to Have Fun	1985	NULL	NULL	1985-04-12	90	5.2	tt0089208	Comedy-Music-Romance-Family
Gitano	2000	NULL	NULL	2000-09-01	106	NULL	tt0239432	Drama
Giulietta degli spiriti	1965	NULL	NULL	1965-10-22	137	8.7	tt0059229	Comedy-Drama-Fantasy-Foreign
Gladiator	2000	103000000	457640427	2000-05-01	155	7.2	tt0172495	Action-Adventure-Drama
Gladiatori di Roma	2012	40000000	NULL	2012-10-18	94	6.5	tt1946347	Adventure-Animation-Comedy
Glass House The	2001	22000000	17951431	2001-04-20	106	5.1	tt0221218	Action-Drama-Horror-Mystery-Suspense-Thriller
Glee: The 3D Concert Movie	2011	9000000	11830275	2011-08-12	84	5.5	tt1922612	Documentary-Music-Family
Glengarry Glen Ross	1992	12500000	10725228	1992-09-16	100	7.9	tt0104348	Crime-Drama-Mystery-Thriller
Glorious 39	2009	6000000	NULL	2009-11-20	129	7	tt1319694	Drama-Romance-Foreign
Gnomeo and Juliet	2011	36000000	189712432	2011-02-11	84	6	tt0377981	Animation-Family
Go	1999	6500000	28451622	1999-04-09	98	7	tt0139239	Action-Comedy-Thriller
Go	2001	NULL	NULL	2001-10-20	122	6	tt0299937	Comedy-Drama
Go for It	2010	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Go Go Tales	2007	4000000	907456	2007-07-19	96	5.5	tt0393329	Comedy-Drama-Indie
Gohyangi: Jookeumeul Boneun Doo Gaeeui Noon	2011	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Gojijeon	2011	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Goal II: Living the Dream	2007	230400	NULL	2007-02-09	115	5.9	tt0473360	Drama
Goal	2005	30000000	27610873	2005-06-06	118	7.5	tt0380389	Drama-Sports Film
Goal III: Taking On The World	2009	NULL	NULL	2009-01-01	91	6	tt0499487	Drama
Goats	2012	3000000	NULL	2012-08-10	92	6.6	tt1577052	Comedy
Goblin	2010	NULL	NULL	2010-07-13	92	4	tt1512310	Fantasy-Horror-Science Fiction
God Bless America	2011	NULL	122550	2011-09-09	104	7	tt1912398	Comedy-Drama
God On Trial	2008	NULL	NULL	2008-09-03	86	7.5	tt1173494	Drama
Godelureaux Les	1961	NULL	NULL	1961-03-17	99	6	tt0053872	NULL
Godfather The	1972	6000000	245066411	1972-03-15	175	8	tt0068646	Crime-Drama
Godfather: Part II The	1974	13000000	47542841	1974-12-20	200	7.9	tt0071562	Crime-Drama
Godfather: Part III The	1990	54000000	136766062	1990-12-24	162	6.8	tt0099674	Action-Crime-Drama-Thriller
Godmother The	2011	NULL	NULL	2011-04-29	104	8.5	tt1737255	Comedy
Gods and Generals	2003	56000000	12923936	2003-02-21	214	7.3	tt0279111	Drama-History-War
Gods Must Be Crazy II The	1989	NULL	NULL	1989-07-01	98	7.5	tt0097443	Action-Comedy
Gods Must Be Crazy The	1980	NULL	NULL	1980-09-10	109	7.7	tt0080801	Action-Comedy
Godsend	2004	NULL	NULL	2004-04-30	102	5	tt0335121	Drama-Horror-Science Fiction-Thriller
Godzilla	1998	130000000	379014294	1998-05-19	139	5.3	tt0120685	Action-Science Fiction-Thriller
Goemon	2009	9000000	16000000	2009-05-01	128	8.1	tt1054122	Action-Drama-Fantasy
Goethe	2010	NULL	NULL	2011-11-04	100	6.6	tt1440180	Drama-Romance-Foreign
Gohatto	1999	NULL	NULL	1999-12-18	100	NULL	tt0213682	Action-Drama-Foreign
Going My Way	1944	NULL	NULL	1944-08-06	130	7.3	tt0036872	Comedy-Drama-Music
Going The Distance	2010	32000000	42045846	2010-09-03	102	6.8	tt1322312	Comedy-Drama-Romance
Gojira Nisen Mireniamu	1999	1000000	10037390	1999-12-11	107	7.7	tt0188640	Action-Adventure-Horror-Science Fiction-Foreign
Gojira Tai Mekagojira	2002	NULL	NULL	2002-11-02	88	8.7	tt0314111	Action-Horror-Science Fiction-Foreign
Giant	1956	5400000	35000000	1956-10-10	201	7	tt0049261	Action-Drama-Western
Gold Rush The	1925	923000	NULL	1925-06-26	95	7.3	tt0015864	Comedy-Drama-Family
Golden Boys The	2008	8000000	NULL	2008-12-11	97	8	tt0882969	Comedy-Romance
Golden Compass The	2007	180000000	350983908	2007-12-07	113	5.6	tt0385752	Adventure-Fantasy-Science Fiction-Family
Golden Earrings	1947	NULL	NULL	1947-08-27	95	NULL	tt0039428	Adventure-Romance
Golden Slumber	2010	NULL	NULL	2010-01-30	139	8.1	tt1413529	Action-Comedy-Drama-Mystery-Thriller-Foreign
GoldenEye	1995	60000000	352194034	1995-11-23	130	6.1	tt0113189	Action-Adventure-Thriller
GoldenEye	1995	60000000	352194034	1995-11-23	130	6.1	tt0113189	Action-Adventure-Thriller
Goldfinger	1964	3500000	124900000	1964-09-17	110	6.7	tt0058150	Action-Adventure-Thriller
Golemata voda	2004	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Goliath	2008	NULL	NULL	2008-01-21	80	NULL	tt1151339	Comedy-Drama
Golmaal	2006	NULL	NULL	2006-07-14	140	6.5	tt0495034	Comedy-Family
Golmaal 3	2010	10000000	NULL	2010-11-05	155	4.9	tt1562859	Comedy-Family
Gomorra	2008	NULL	NULL	2008-05-16	135	6.7	tt0929425	Action-Crime-Drama-Thriller
Gonderilmemis mektuplar	2003	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Gone	2006	NULL	NULL	2006-10-26	88	7.7	tt0482374	Crime-Drama-Horror-Mystery-Suspense-Thriller-Foreign
Gone	2012	NULL	NULL	2012-02-24	94	5.7	tt1838544	Drama-Thriller
Gone Baby Gone	2007	19000000	34209788	2007-10-19	114	6.8	tt0452623	Crime-Drama-Mystery-Thriller
Gone In 60 Seconds	2000	90000000	237202299	2000-06-04	118	5.8	tt0187078	Action-Crime-Thriller
Gone with the Wind	1939	4000000	400176459	1939-12-15	238	6.7	tt0031381	Drama-Romance-War
Gong fu guan lan	2008	10000000	22896728	2008-02-07	100	5.2	tt0848538	Action-Adventure-Comedy-Sports Film
Gong Fu Yong Chun	2010	NULL	NULL	2010-10-12	108	6.5	tt1900886	Action-Comedy-Romance
Gongmojadeul	2012	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Gongdong Gyeongbi Guyeok JSA	2000	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Gooreumeul beoeonan dalcheoreom	2010	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Good	2008	NULL	NULL	2008-12-11	96	6.7	tt0436364	Drama
Good Bye Lenin	2003	4800000	79384880	2003-02-13	121	7.5	tt0301357	Comedy-Drama-Romance
Good Deeds	2012	NULL	NULL	2012-02-23	111	6.5	tt1885265	Comedy-Drama-Romance
Good Dick	2008	NULL	NULL	2008-10-03	86	5.5	tt0944101	Comedy-Drama-Romance-Indie
Good Doctor The	2011	6000000	NULL	2011-04-23	93	4.6	tt1582271	Drama-Thriller
Good for Nothing	2011	NULL	NULL	2011-01-28	92	7	tt1783285	Action-Adventure-Western-Foreign
Good German The	2006	NULL	NULL	2006-12-08	105	5.4	tt0452624	Crime-Drama-Mystery-Thriller-Romance
Good Girl The	2002	8	16	2002-08-25	93	5.5	tt0279113	Comedy-Drama-Romance-Indie
Good Guy The	2009	3200000	NULL	2009-04-25	90	6.7	tt1247662	Comedy-Romance-Indie
Good Guys and the Bad Guys The	1969	NULL	NULL	1969-11-19	91	6.5	tt0064379	Action-Comedy-Drama-Western
Good Hair	2009	NULL	NULL	2009-10-09	95	6.7	tt1213585	Comedy-Documentary
Good Life The	2007	NULL	NULL	2007-01-18	106	6.5	tt0790676	Comedy-Drama-Indie-Foreign
Good Luck Charlie: The Movie	2011	NULL	NULL	2011-12-02	85	7	tt1828976	Family
Good Luck Chuck	2007	25000000	53821887	2007-09-21	101	5.9	tt0452625	Comedy-Drama-Fantasy-Romance
Good Morning Miss Dove	1955	NULL	NULL	1955-11-23	107	NULL	tt0048130	Drama
Good Morning Vietnam	1987	13000000	123922370	1987-12-23	121	6.8	tt0093105	Comedy-Drama-War
Good Neighbours	2010	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Good Night and Good Luck	2005	7000000	54600000	2005-10-07	93	6.6	tt0433383	Drama-History
Good Night The	2007	NULL	NULL	2007-01-25	93	6	tt0484111	Comedy-Drama-Fantasy-Music-Romance
Good Old Fashioned Orgy A	2011	NULL	NULL	2011-09-02	95	6.1	tt1231586	Comedy
Good Shepherd The	2006	85000000	59908565	2006-12-11	167	5.9	tt0343737	Drama-History-Thriller
Good Son The	1993	NULL	44456478	1993-09-24	87	6.2	tt0107034	Drama-Horror-Suspense-Thriller
Good Time Max	2007	NULL	NULL	2007-01-01	79	9.5	tt0469913	Drama-Indie
Good Will Hunting	1997	10000000	225900000	1997-12-05	126	7.1	tt0119217	Drama
Good Year A	2006	NULL	NULL	2006-11-10	118	6.7	tt0401445	Comedy-Drama-Romance
Goodbye Bafana	2007	30000000	NULL	2007-02-11	140	6	tt0438859	Drama-Foreign
Goodbye Emmanuelle	1977	NULL	NULL	1977-12-15	100	3.5	tt0077497	Drama-Erotic
Goodbye Solo	2008	NULL	NULL	2008-08-09	91	7.3	tt1095442	Drama-Indie
Goodfellas	1990	25000000	46836394	1990-09-18	146	7.6	tt0099685	Crime-Drama
Goodnight for Justice	2011	NULL	NULL	2011-01-29	88	5.5	tt1716743	Action-Western
Goodnight Mr Foot	2012	NULL	NULL	2012-10-26	4	NULL	tt2479848	Animation-Short
Goods: Live Hard Sell Hard The	2009	10000000	NULL	2009-08-14	90	5.6	tt1092633	Comedy
Goofy Movie A	1995	NULL	35348597	1995-04-07	78	6.9	tt0113198	Animation-Comedy-Family
Goonies The	1985	19000000	61389680	1985-06-06	114	7	tt0089218	Adventure-Comedy-Family
Gosford Park	2001	19800000	87754044	2001-11-07	137	7.7	tt0280707	Comedy-Drama-Mystery-Thriller
Gospel Hill	2008	NULL	NULL	2008-02-09	99	5.5	tt0810880	Drama-Mystery-Thriller
Gospodin za edin den	1983	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Gosurori Shokeinin	2010	NULL	NULL	2010-09-04	88	6	tt1666700	Action-Horror-Foreign
Gothika	2003	40000000	141591324	2003-10-24	98	6.1	tt0348836	Horror-Thriller
Grace Card The	2010	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Grace Is Gone	2007	NULL	NULL	2007-01-21	85	5.4	tt0772168	Drama-Indie
Gracie	2007	9000000	2955039	2007-06-01	97	6.2	tt0441007	Drama-Family
Graduate The	1967	3000000	104397102	1967-12-21	106	6.6	tt0061722	Comedy-Drama-Romance
Graduation	2007	NULL	NULL	2007-04-24	89	5.5	tt0475286	Action-Adventure-Comedy-Crime-Drama
Graine Et Le Mulet La	2007	NULL	NULL	2007-12-24	151	9	tt0487419	Comedy-Drama-Indie
Gran Torino	2008	33000000	269958228	2008-12-11	116	7.2	tt1205489	Drama
Grand bleu Le	1988	NULL	NULL	1988-05-11	168	7.5	tt0095250	Adventure-Drama-Romance
Grand Day Out With Wallace And Gromit A	1989	NULL	NULL	1989-01-01	23	7.4	tt0104361	Adventure-Animation-Comedy-Science Fiction-Family
Grand Meaulnes Le	2006	NULL	3904746	2006-10-04	NULL	4	tt0481349	Drama
Grand restaurant Le	1966	NULL	NULL	1966-09-09	82	7	tt0061728	Comedy
Grand The	2007	5400000	NULL	2007-06-07	104	6	tt0427998	Comedy
Grande illusion La	1937	NULL	NULL	1937-09-12	114	7.2	tt0028950	Drama-History-War-Indie
Grande Sauterelle La	1967	NULL	NULL	1967-01-11	95	NULL	tt0061729	Comedy-Romance
Grandes Manoeuvres Les	1955	NULL	NULL	1955-10-26	106	NULL	tt0048133	Comedy-Drama-Romance
Grandma Got Run Over By A Reindeer	2000	NULL	NULL	2000-10-31	51	10	tt0267536	Animation-Family
Grapes of Wrath The	1940	750000	NULL	1940-03-15	129	7.3	tt0032551	Drama
Grave Encounters	2011	1000000	NULL	2011-09-09	92	6.5	tt1703199	Horror-Thriller
Grave Encounters 2	2012	NULL	NULL	2012-10-12	95	5.5	tt2231554	Horror
Graves The	2010	NULL	NULL	2010-01-29	88	3.5	tt1203517	Adventure-Horror-Thriller
Gray Man The	2007	NULL	NULL	2007-08-31	97	6	tt0478329	Crime-Drama-Mystery-Thriller
Grease	1978	6000000	181813770	1978-07-07	110	6.4	tt0077631	Comedy-Musical-Family
Great Debaters The	2007	15000000	30226144	2007-12-27	126	7.9	tt0427309	Drama-Family
Great Dictator The	1940	2000000	NULL	1940-10-15	125	7.7	tt0032553	Comedy
Great Euro Crash The	2012	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Great Expectations	1999	NULL	NULL	1999-05-09	168	NULL	tt0167187	Drama-Romance
Great Expectations	2012	NULL	NULL	2013-11-08	128	7.5	tt1836808	Drama-Romance
Great Gatsby The	1974	6500000	26533200	1974-03-27	144	6.5	tt0071577	Drama-Romance
Great Global Warming Swindle The	2007	NULL	NULL	2007-03-08	74	8	tt1020027	Documentary-Foreign
Great Outdoors The	1988	NULL	NULL	1988-06-17	91	6.1	tt0095253	Comedy-Family
Great Race The	1965	NULL	25333333	1965-07-01	160	8.2	tt0059243	Action-Adventure-Comedy-Drama-Musical-Thriller-Family
Greatest Game Ever Played The	2005	25000000	15331289	2005-09-30	120	6.8	tt0388980	Drama-Sport-Family
